SeriesID,Date,IsPreferred,IsValidSample,BMIBI,BMIBIClass,BCG_final,SampleQuality,SampleGear,BMIBIType,SumIndivsQual,SumIndivsQuant,BugTags,State,SiteID,Site_ID,StreamName,ProgID,Landmark,Type,Tags,SegID,ADBCode,EcoRegionDesig,County,MajorBasin,DrainageArea,ThermalClass,HUC12,UTMNorth,UTMEast,Lat,Long,IsRiffle,IsPublicLand,CurrentStatus
740,9/29/2004,TRUE,TRUE,64,Good,3,Good/Good/Good,ArtSub,Warm Water,136,106/100/107,,IA,430,IA-430,North Raccoon River,REMAP #111,Sac City,Wadeable,REMAP,1138,04-RAC-1138,47b,Sac,Mississippi,345.682,Warm Water,huc071000060310,4697273,336575,42.41056,-94.98609,Yes,FALSE,Survey Site
167,8/8/2002,TRUE,TRUE,64,Good,3,Good/Good/Good,ArtSub,Warm Water,140,23/102/97,,IA,55,IA-55,Black Hawk Creek,,Popp County Access - Hudson,Wadeable,Iowa DNR Fisheries,546,02-CED-546,47c,Black Hawk,Mississippi,295.059,Warm Water,huc070802050601,4693695,542234,42.39439,-92.48685,No,TRUE,Reference Site
477,7/31/2001,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,187,102/107/107,,IA,238,IA-238,Silver Creek,,Monticello,Wadeable,,44,01-MAQ-44,47c,Jones,Mississippi,36.33,Warm Water,huc070600060402,4682128,643175,42.27822,-91.26364,Yes,FALSE,Survey Site
470,8/27/2007,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,342,108/109/104,,IA,231,IA-231,Tetes Des Morts Creek,,St Donatus (original bio site),Wadeable,319 Program Projects,121,01-TRK-121,52b,Jackson,Mississippi,39.572,Warm Water,huc070600050204,4692475,703026,42.35804,-90.53471,N/A,FALSE,Survey Site
1157,8/15/2011,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,392,117/101/107,,IA,92,IA-92,Black Cat Creek,,Algona,Wadeable,,980,04-EDM-980,47b,Kossuth,Mississippi,67.421,Warm Water,huc071000030503,4778971,395217,43.15623,-94.28881,No,FALSE,Reference Site
236,8/6/1997,TRUE,TRUE,64,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,143,109/93/111,,IA,97,IA-97,Maple River,MR7,Galva,Wadeable,,1586,06-LSR-1586,47a,Ida,Missouri,211.715,Warm Water,huc102300050204,4711804,298871,42.53246,-95.44903,N/A,FALSE,Survey Site
226,8/6/1997,TRUE,TRUE,64,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,107,88/100/105,,IA,89,IA-89,Halfway Creek,US,Galva WWTP,Wadeable,,1595,06-LSR-1595,47a,Ida,Missouri,23.874,Warm Water,huc102300050202,4709286,301207,42.51041,-95.41974,N/A,FALSE,Survey Site
1139,8/31/2011,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,193,132/106/105,,IA,320,IA-320,Pleasant Creek,REMAP #245,Springbrook,Wadeable,REMAP,111,01-TRK-111,52b,Jackson,Mississippi,10.492,Warm Water,huc070600050405,4673727,710228,42.18745,-90.45415,N/A,FALSE,Survey Site
1232,8/25/2011,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,231,111/112/111,,IA,882,IA-882,West Otter Creek,,Center Point,Headwater,Headwater Reference Study,6517,02-CED-6517,47c,Linn,Mississippi,11.195,Warm Water,huc070802051301,4673367,607214,42.20511,-91.70125,No,FALSE,Candidate Reference Site
616,8/29/2002,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,133,104/97/96,,IA,325,IA-325,Yellow River,REMAP #233,Ion,Wadeable,REMAP,434,01-YEL-434,52b,Allamakee,Mississippi,224.37,Warm Water,huc070600010906,4774724,643553,43.11164,-91.23561,N/A,TRUE,Survey Site
408,10/5/1999,TRUE,TRUE,64,Good,3,Unspecified/Unspecified/Unspecified,Surb,Warm Water,260,98/104/53,,IA,198,IA-198,Elk Run Creek,,Bunger Park - Evansdale,Wadeable,,544,02-CED-544,47c,Black Hawk,Mississippi,34.022,Warm Water,huc070802050901,4702060,559788,42.46857,-92.27271,No,FALSE,Survey Site
1005,8/13/2010,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,233,106/105/103,,IA,13,IA-13,Paint Creek,,Yellow River State Forest,Wadeable,,226,01-UIA-226,52b,Allamakee,Mississippi,73.764,Warm Water,huc070600010802,4781475,644714,43.17218,-91.21958,N/A,TRUE,Reference Site
99,10/2/1995,TRUE,TRUE,64,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,204,116/115/101,,IA,30,IA-30,Winnebago River,,Lande Access-Lake Mills,Wadeable,Upper Winnebago Watershed Study,831,02-WIN-831,47b,Winnebago,Mississippi,112.49,Warm Water,huc070802030104,4809165,451759,43.43382,-93.59606,No,TRUE,Reference Site
2119,8/22/2017,TRUE,TRUE,64,Good,3,Good/Good/Good,Float ArtSub,Warm Water,311,100/102/96,,IA,1156,IA-1156,Des Moines River,REMAP #454,Chillicothe,Non-wadeable,REMAP2,1041,04-LDM-1041,40a,Wapello,Mississippi,13200,Warm Water,huc071000090707,4548301,539999,41.08499,-92.52378,N/A,FALSE,Survey Site
2021,8/23/2016,TRUE,TRUE,64,Good,3,Good/Good,ArtSub,Warm Water,155,101/95,,IA,36,IA-36,Richland Creek,,Haven,Wadeable,,718,02-IOW-718,47f,Tama,Mississippi,56.09,Warm Water,huc070802080701,4638743,543601,41.89942,-92.47435,N/A,FALSE,Reference Site
2029,9/19/2016,TRUE,TRUE,64,Good,3,Good/Good/Good,Float ArtSub,Warm Water,180,89/101/99,,IA,1047,IA-1047,Old Mans Creek,,Sharon Center,Wadeable,Ambient Monthly WQ,686,02-IOW-686,47f,Johnson,Mississippi,210,Warm Water,huc070802090207,4607021,615341,41.60658,-91.61579,N/A,FALSE,Survey Site
2058,6/13/2017,TRUE,TRUE,64,Good,3,Good/Good/Good,Hess,Warm Water,147,94/107/105,,IA,1165,IA-1165,Spring Creek,,Mason City,Wadeable,SHL Fee for Service,846,02-WIN-846,47c,Cerro Gordo,Mississippi,33.2,Warm Water,huc070802030304,4782795,483583,43.19776,-93.20206,Undetermined,TRUE,Survey Site
2093,7/31/2017,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,297,116/117/105,,IA,139,IA-139,Boone River,,Bells Mill Park- Stratford,Wadeable,,1252,04-UDM-1252,47b,Hamilton,Mississippi,903.344,Warm Water,huc071000050705,4687820,426670,42.33918,-93.89017,Yes,TRUE,Reference Site
2133,8/29/2017,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,227,103/104/102,,IA,1149,IA-1149,Yellow River,,County Rd X36 bridge 3 mi south of HWY 76 at Ion,Wadeable,Ambient Monthly WQ,434,01-YEL-434,52b,Allamakee,Mississippi,221,Warm Water,huc070600010906,4774687,641168,43.11177,-91.26492,N/A,FALSE,Survey Site
2144,10/3/2017,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,291,112/110/100,,IA,949,IA-949,Wapsipinicon River,,Independence,Wadeable,Ambient Monthly WQ,343,01-WPS-343,47c,Buchanan,Mississippi,909,Warm Water,huc070801020801,4707154,584284,42.51217,-91.97403,Undetermined,TRUE,Survey Site
2173,7/20/2018,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,171,126/115/119,,IA,914,IA-914,Chariton River,,Rathbun - at 461st ST Bridge,Wadeable,Ambient Monthly WQ,1308,05-CHA-1308,40a,Appanoose,Missouri,550,Warm Water,huc102802010404,4517751,509880,40.81071,-92.88285,N/A,FALSE,Survey Site
2165,7/17/2018,TRUE,TRUE,63,Good,3,Good/Good/Good,Surb,Warm Water,242,115/109/117,,IA,60,IA-60,Lotts Creek,,Ringgold SWMA - Lamoni,Wadeable,,1376,05-GRA-1376,40a,Ringgold,Missouri,61.068,Warm Water,huc102801010405,4493004,402859,40.58212,-94.14781,N/A,TRUE,Reference Site
85,8/14/2001,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,129,104/103/93,,IA,25,IA-25,Willow Creek,,Quimby,Wadeable,,1611,06-LSR-1611,47a,Cherokee,Missouri,32.307,Warm Water,huc102300031405,4724571,275821,42.64096,-95.73442,N/A,FALSE,Reference Site
1001,7/27/2009,TRUE,TRUE,63,Good,3,Fair/Fair/Fair,ArtSub,Warm Water,291,112/105/106,,IA,701,IA-701,Walnut Creek,WLNT1,Hartwick,Wadeable,TMDL,709,02-IOW-709,47f,Poweshiek,Mississippi,40.011,Warm Water,huc070802080602,4631409,548472,41.83308,-92.41623,N/A,FALSE,Survey Site
971,9/6/2007,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,170,103/102/107,,IA,675,IA-675,McCloud Run,McR1,Cedar Rapids,Headwater,,508,02-CED-508,47c,Linn,Mississippi,4.875,Warm Water,huc070802051507,4650783,610534,42.0013,-91.66531,Yes,TRUE,Survey Site
698,7/22/2004,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,93,134/112/108,,IA,398,IA-398,Johns Creek,REMAP #113,Kingsley,Wadeable,REMAP,1605,06-LSR-1605,47a,Plymouth,Missouri,38.804,Warm Water,huc102300040104,4726425,254228,42.65105,-95.99827,N/A,FALSE,Survey Site
389,9/18/2000,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,245,99/107/109,,IA,186,IA-186,Indian Creek,,Cedar Rapids - Wilder Dr Trailhead,Wadeable,,504,02-CED-504,47c,Linn,Mississippi,76.447,Warm Water,huc070802060103,4650076,616929,41.99401,-91.58826,Yes,TRUE,Survey Site
13,8/30/2000,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,140,99/99/94,,IA,1,IA-1,White Fox Creek,,Webster City,Wadeable,,1261,04-UDM-1261,47b,Hamilton,Mississippi,75.546,Warm Water,huc071000050503,4709572,435296,42.53582,-93.78792,Yes,FALSE,Reference Site
639,6/18/2003,TRUE,TRUE,63,Good,3,Good/Good/Good,Surb,Warm Water,152,110/94/99,,IA,345,IA-345,Unnamed Tributary To Mink Creek,REMAP #92,Wadena,Headwater,REMAP/Headwater Reference Study,1853,01-VOL-1853,52b,Fayette,Mississippi,1.984,Warm Water,huc070600040602,4746825,613361,42.8656,-91.61224,N/A,FALSE,Survey Site
49,9/7/1994,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,137,129/138/100,,IA,12,IA-12,Crane Creek,,Jerico,Wadeable,,211,01-TRK-211,47c,Chickasaw,Mississippi,90.207,Warm Water,huc070600040102,4784727,558665,43.21304,-92.27775,Undetermined,TRUE,Survey Site
952,6/25/2008,TRUE,TRUE,63,Good,3,Good/Good/Good,Surb,Warm Water,107,120/107/99,,IA,656,IA-656,Unnamed Tributary to Purgatory Creek,Grass HWCRS,Lohrville,Headwater,Headwater Reference Study,6291,04-RAC-6291,47b,Calhoun,Mississippi,2.353,Warm Water,huc071000060702,4681723,368667,42.27666,-94.5927,Yes,FALSE,Candidate Reference Site
954,7/25/2007,TRUE,TRUE,63,Good,3,Good/Fair/Good,Surb,Warm Water,209,124/104/106,,IA,658,IA-658,Worrell Creek,Timber HWCRS,Ames,Headwater,Headwater Reference Study,6286,03-SSK-6286,47b,Story,Mississippi,12.174,Warm Water,huc070801050307,4649903,445500,41.99925,-93.65806,Yes,FALSE,Candidate Reference Site
552,9/9/2008,TRUE,TRUE,63,Good,3,Fair/Fair/Fair,Hess,Warm Water,223,107/119/138,,IA,285,IA-285,Cedar River,,Carrville/Charles City,Non-wadeable,Ambient Monthly WQ/2011 Nutrient (WW),477,02-CED-477,47c,Floyd,Mississippi,1094.64,Warm Water,huc070802011005,4761540,532395,43.00584,-92.60251,Undetermined,FALSE,Survey Site
221,7/29/1997,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,98,103/102/101,,IA,85,IA-85,Pigeon Creek,,Neola,Wadeable,,1801,06-WED-1801,47e,Pottawattamie,Missouri,111.12,Warm Water,huc102300060304,4592045,269162,41.4468,-95.76336,N/A,FALSE,Rejected Candidate Reference Site
522,9/22/1997,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,141,100/37/105,,IA,275,IA-275,South Skunk River,US Storm,Story City,Wadeable,,934,03-SSK-934,47b,Story,Mississippi,178.891,Warm Water,huc070801050402,4670363,451631,42.18392,-93.58573,Undetermined,FALSE,Survey Site
531,9/15/2008,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,225,112/101/104,,IA,280,IA-280,West Fork Cedar River,,Finchford,Wadeable,Ambient Monthly WQ,801,02-WFC-801,47c,Black Hawk,Mississippi,850.32,Warm Water,huc070802040607,4719714,537415,42.62896,-92.5437,Undetermined,FALSE,Survey Site
192,9/9/1996,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,240,104/102/108,,IA,65,IA-65,Pilot Branch,,Stennett,Headwater,Headwater Reference Study,1424,05-NSH-1424,47e,Montgomery,Missouri,6.51,Warm Water,huc102400030603,4551499,316037,41.09395,-95.19043,N/A,FALSE,Reference Site
1065,9/29/2010,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,128,129/106/100,,IA,43,IA-43,South White Breast Creek,,Weldon,Headwater,Headwater Reference Study,1061,04-LDM-1061,40a,Clarke,Mississippi,38.985,Warm Water,huc071000081301,4535154,448401,40.96592,-93.61321,N/A,TRUE,Candidate Reference Site
1069,10/6/2010,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,125,102/102/100,,IA,36,IA-36,Richland Creek,,Haven,Wadeable,,718,02-IOW-718,47f,Tama,Mississippi,56.09,Warm Water,huc070802080701,4638743,543601,41.89942,-92.47435,N/A,FALSE,Reference Site
1080,9/15/2010,TRUE,TRUE,63,Good,3,Good/Good/Good,Surb,Warm Water,155,107/104/106,,IA,720,IA-720,Coppers Creek,,Keosauqua,Headwater,Headwater Reference Study,6326,04-LDM-6326,40a,Van Buren,Mississippi,11.754,Warm Water,huc071000091206,4512326,594331,40.75648,-91.88248,N/A,FALSE,Candidate Reference Site
500,9/13/2001,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,216,97/100/98,,IA,256,IA-256,West Branch Floyd River,,Hull,Wadeable,,1558,06-FLO-1558,47a,Sioux,Missouri,61.878,Warm Water,huc102300020404,4776192,248060,43.09657,-96.09572,N/A,FALSE,Survey Site
1034,10/13/2009,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,246,101/104/115,,IA,65,IA-65,Pilot Branch,,Stennett,Headwater,Headwater Reference Study,1424,05-NSH-1424,47e,Montgomery,Missouri,6.51,Warm Water,huc102400030603,4551499,316037,41.09395,-95.19043,N/A,FALSE,Reference Site
732,9/10/2004,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,71,94/101/105,,IA,423,IA-423,Old Mans Creek,REMAP #117,Hills,Wadeable,REMAP,685,02-IOW-685,72d,Johnson,Mississippi,245.528,Warm Water,huc070802090207,4600966,621245,41.55117,-91.54619,N/A,FALSE,Survey Site
880,6/28/2006,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,191,106/104/104,,IA,590,IA-590,Indian Creek,REMAP #195,Gilbertville,Headwater,REMAP/Headwater Reference Study,540,02-CED-540,47c,Black Hawk,Mississippi,14.125,Warm Water,huc070802050903,4696954,568427,42.42188,-92.16824,No,FALSE,Survey Site
277,9/23/1997,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,Surb,Warm Water,151,105/101/101,,IA,123,IA-123,South Skunk River,US WWTP 200,Story City,Wadeable,,934,03-SSK-934,47b,Story,Mississippi,179.922,Warm Water,huc070801050402,4670029,451756,42.18092,-93.58418,No,FALSE,Survey Site
290,8/18/1998,TRUE,TRUE,63,Good,3,Unspecified/Unspecified/Unspecified,Surb,Warm Water,127,100/99/103,,IA,130,IA-130,Honey Creek,,Bedford,Wadeable,,1489,05-PLA-1489,47f,Taylor,Missouri,29.153,Warm Water,huc102400120201,4503483,360465,40.67042,-94.65089,N/A,FALSE,Reference Site
912,6/28/2006,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,151,113/128/129,,IA,619,IA-619,Sevenmile Creek,REMAP #227,Cumberland,Headwater,REMAP/Headwater Reference Study,2052,05-NOD-2052,47e,Cass,Missouri,31.739,Warm Water,huc102400090301,4575326,345187,41.31454,-94.84956,N/A,FALSE,Survey Site
1234,5/24/2012,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,145,106/105/106,,IA,777,IA-777,Unnamed Tributary to Lime Creek,,Brandon,Headwater,Headwater Reference Study,6432,02-CED-6432,47c,Buchanan,Mississippi,4.442,Warm Water,huc070802051003,4692297,586642,42.37812,-91.94757,No,FALSE,Candidate Reference Site
1254,7/16/2012,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,270,108/155/121,,IA,138,IA-138,Middle River,RMN Trend Site,Pammel State Park- Winterset,Wadeable,RMN Trend Site,1086,04-LDM-1086,47f,Madison,Mississippi,224.827,Warm Water,huc071000080609,4572163,409900,41.29589,-94.07614,N/A,TRUE,Reference Site
1282,8/28/2012,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,242,96/108/106,,IA,186,IA-186,Indian Creek,,Cedar Rapids - Wilder Dr Trailhead,Wadeable,,504,02-CED-504,47c,Linn,Mississippi,76.447,Warm Water,huc070802060103,4650076,616929,41.99401,-91.58826,Yes,TRUE,Survey Site
1604,9/23/2013,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,268,107/111/113,,IA,721,IA-721,Unnamed Tributary to Little Turkey River,45,St. Lucas,Headwater,Headwater Reference Study,6327,01-TRK-6327,47c,Fayette,Mississippi,5.111,Warm Water,huc070600040204,4763236,585969,43.01694,-91.94498,Yes,FALSE,Candidate Reference Site
1526,7/15/2013,TRUE,TRUE,63,Good,3,Good/Good/Good,Surb,Warm Water,191,114/105/109,,IA,17,IA-17,Howerdon Creek,,Winterset,Wadeable,,1110,04-LDM-1110,47f,Madison,Mississippi,14.007,Warm Water,huc071000080303,4579335,407161,41.36017,-94.10994,N/A,FALSE,Reference Site
1558,7/18/2013,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,224,121/105/113,,IA,38,IA-38,South Skunk River,,Ames,Wadeable,,934,03-SSK-934,47b,Story,Mississippi,254.266,Warm Water,huc070801050406,4661888,452977,42.10767,-93.56874,No,FALSE,Reference Site
1566,8/26/2013,TRUE,TRUE,63,Good,3,Fair/Fair/Fair,Hess,Warm Water,177,90/102/103,,IA,56,IA-56,Bear Creek,,Buchanan Co Park- Brandon,Wadeable,,523,02-CED-523,47c,Buchanan,Mississippi,44.064,Warm Water,huc070802051004,4683858,585843,42.30222,-91.95853,Yes,TRUE,Reference Site
1897,8/5/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,123,89/100/100,,IA,984,IA-984,Poor Creek,,Mona,Headwater,Headwater Reference Study,6604,02-CED-6604,47c,Mitchell,Mississippi,20.5,Warm Water,huc070802010504,4812973,504007,43.46966,-92.95046,Yes,FALSE,Candidate Reference Site
1901,8/13/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,228,107/116/112,,IA,106,IA-106,Plum Creek,,Hopkinton,Wadeable,,46,01-MAQ-46,47c,Delaware,Mississippi,86.843,Warm Water,huc070600060103,4693886,644865,42.38376,-91.2402,No,FALSE,Reference Site
1880,8/4/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,ArtSub,Warm Water,221,109/122/110,,IA,775,IA-775,Unnamed Tributary to Volga Lake Outlet,HW#3,Fayette,Headwater,Headwater Reference Study,6430,01-VOL-6430,52b,Fayette,Mississippi,0.79,Warm Water,huc070600040505,4749737,600846,42.89357,-91.76488,N/A,FALSE,Candidate Reference Site
1921,7/31/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,248,105/107/110,,IA,105,IA-105,Bear Creek,,Eden Valley Co Park - Baldwin,Wadeable,,34,01-MAQ-34,47f,Jackson,Mississippi,69.287,Warm Water,huc070600060303,4657280,677623,42.04751,-90.8537,N/A,TRUE,Reference Site
1917,10/6/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,163,87/100/101,,IA,943,IA-943,Skunk River,,Augusta,Non-wadeable,Ambient Monthly WQ,889,03-SKU-889,40a,Lee,Mississippi,4303,Warm Water,huc070801071006,4512801,645552,40.7533,-91.27578,N/A,FALSE,Survey Site
1927,9/30/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,211,93/74/100,,IA,898,IA-898,Mud Creek,,Van Horne,Headwater,Headwater Reference Study,519,02-CED-519,47c,Benton,Mississippi,12.561,Warm Water,huc070802051104,4658883,573530,42.07857,-92.11105,Undetermined,FALSE,Candidate Reference Site
1928,9/14/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,275,105/101/102,,IA,84,IA-84,Chequest Creek,,Pittsburg,Wadeable,,1030,04-LDM-1030,40a,Van Buren,Mississippi,121.854,Warm Water,huc071000090904,4512694,582950,40.76102,-92.01724,N/A,FALSE,Reference Site
1968,8/11/2016,TRUE,TRUE,63,Good,3,Good/Good/Good,Float ArtSub,Warm Water,198,102/107/112,,IA,222,IA-222,North Raccoon River,,Sac City,Wadeable,Ambient Monthly WQ,1132,04-RAC-1132,47b,Sac,Mississippi,709.218,Warm Water,huc071000060801,4689439,336394,42.34001,-94.98606,No,TRUE,Survey Site
1970,8/15/2016,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,355,150/107/101,,IA,37,IA-37,Long Creek,RMN Trend Site,DeKalb SWA - Van Wert,Wadeable,RMN Trend Site,1364,05-GRA-1364,40a,Decatur,Missouri,97.41,Warm Water,huc102801020304,4520856,427729,40.83555,-93.85719,N/A,TRUE,Reference Site
1812,5/18/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Surb,Warm Water,102,114/111/117,,IA,769,IA-769,Town Branch,,Pittsburg,Headwater,Headwater Reference Study,6418,04-LDM-6418,40a,Van Buren,Mississippi,3.13,Warm Water,huc071000091206,4510730,584584,40.74317,-91.99814,N/A,FALSE,Candidate Reference Site
1783,9/9/2014,TRUE,TRUE,63,Good,3,Good/Good,Float ArtSub,Warm Water,292,111/122,,IA,950,IA-950,Cedar River,,Waterloo - US1,Non-wadeable,,468,02-CED-468,47c,Black Hawk,Mississippi,4734,Warm Water,huc070802050703,4709792,545181,42.53919,-92.44978,Undetermined,FALSE,Survey Site
1840,8/11/2015,TRUE,TRUE,63,Good,3,Good/Good/Good,Hess,Warm Water,239,105/103/121,,IA,66,IA-66,Lizard Creek,,Clare,Wadeable,,1278,04-UDM-1278,47b,Webster,Mississippi,252.236,Warm Water,huc071000040303,4710756,389554,42.5413,-94.34505,Yes,FALSE,Reference Site
1837,8/13/2015,TRUE,TRUE,62,Good,3,Good/Good/Good,Hess,Warm Water,375,110/116/106,,IA,143,IA-143,North Raccoon River,,Raccoon River Greenbelt- Sac City,Wadeable,,1139,04-RAC-1139,47b,Sac,Mississippi,328.119,Warm Water,huc071000060310,4703800,334627,42.46889,-95.01163,Yes,TRUE,Reference Site
1852,9/1/2015,TRUE,TRUE,62,Good,3,Good/Good/Good,Hess,Warm Water,355,109/117/113,,IA,8,IA-8,North Branch North River,,Goeldner Woods,Wadeable,,1106,04-LDM-1106,47f,Madison,Mississippi,39.724,Warm Water,huc071000080202,4589665,410541,41.45358,-94.07107,N/A,FALSE,Reference Site
1782,9/9/2014,TRUE,TRUE,62,Good,3,Good/Good/Good,Hess,Warm Water,292,88/90/91,,IA,950,IA-950,Cedar River,,Waterloo - US1,Non-wadeable,,468,02-CED-468,47c,Black Hawk,Mississippi,4734,Warm Water,huc070802050703,4709792,545181,42.53919,-92.44978,Undetermined,FALSE,Survey Site
1950,6/20/2016,TRUE,TRUE,62,Good,3,Good/Good/Good,ArtSub,Warm Water,227,98/102/90,,IA,892,IA-892,Dutch Creek,,Danbury,Headwater,Headwater Reference Study,6531,06-LSR-6531,47m,Woodbury,Missouri,5.449,Warm Water,huc102300050307,4679143,267384,42.22983,-95.81882,N/A,FALSE,Candidate Reference Site
1952,6/30/2016,TRUE,TRUE,62,Good,3,Good/Good/Good,Float ArtSub,Warm Water,211,90/103/99,,IA,797,IA-797,Thompson Creek,,Woodbine,Headwater,Headwater Reference Study,6453,06-BOY-6453,47m,Harrison,Missouri,5.988,Warm Water,huc102300070402,4624620,267039,41.73925,-95.8014,N/A,FALSE,Candidate Reference Site
1931,10/5/2015,TRUE,TRUE,62,Good,3,Fair/Fair/Fair,Surb,Warm Water,273,100/101/102,,IA,743,IA-743,Trinkle Creek,HW115,Kiron,Headwater,Headwater Reference Study,6351,06-BOY-6351,47e,Crawford,Missouri,10.872,Warm Water,huc102300070207,4671813,316120,42.17686,-95.22642,N/A,FALSE,Candidate Reference Site
1915,9/22/2015,TRUE,TRUE,62,Good,3,Good/Good/Good,Hess,Warm Water,293,102/112/119,,IA,984,IA-984,Poor Creek,,Mona,Headwater,Headwater Reference Study,6604,02-CED-6604,47c,Mitchell,Mississippi,20.5,Warm Water,huc070802010504,4812973,504007,43.46966,-92.95046,Yes,FALSE,Candidate Reference Site
1882,9/16/2015,TRUE,TRUE,62,Good,3,Good/Good/Good,Surb,Warm Water,112,109/104/104,,IA,717,IA-717,Old Womans Creek,,Coralville,Headwater,Headwater Reference Study,6323,02-IOW-6323,47f,Johnson,Mississippi,5.499,Warm Water,huc070802090207,4611301,610210,41.64583,-91.67657,N/A,FALSE,Candidate Reference Site
1567,9/9/2013,TRUE,TRUE,62,Good,3,Good/Good/Good,ArtSub,Warm Water,271,107/112/97,,IA,840,IA-840,Turkey River,,Garber,Non-wadeable,Ambient Monthly WQ/2011 Nutrient (WW),148,01-TRK-148,52b,Clayton,Mississippi,1553.275,Warm Water,huc070600040902,4733356,642262,42.73954,-91.26197,N/A,FALSE,Survey Site
1549,8/14/2013,TRUE,TRUE,62,Good,3,Good/Good/Good,Surb,Warm Water,73,99/104/106,,IA,793,IA-793,Unnamed Tributary to Mill Creek,MC1,Cherokee,Headwater,Headwater Reference Study,6449,06-LSR-6449,47a,Cherokee,Missouri,1.709,Warm Water,huc102300031211,4743099,289991,42.81164,-95.56863,N/A,FALSE,Candidate Reference Site
1525,9/5/2013,TRUE,TRUE,62,Good,3,Good/Good/Good,Surb,Warm Water,144,102/106/110,,IA,51,IA-51,Mosquito Creek,,Panora,Wadeable,,1200,04-RAC-1200,47b,Dallas,Mississippi,77.11,Warm Water,huc071000070502,4616027,395080,41.6891,-94.26075,No,FALSE,Reference Site
1578,9/3/2013,TRUE,TRUE,62,Good,3,Good/Fair/Good,ArtSub,Warm Water,176,105/108/96,,IA,950,IA-950,Cedar River,,Waterloo - US1,Non-wadeable,,468,02-CED-468,47c,Black Hawk,Mississippi,4734,Warm Water,huc070802050703,4709792,545181,42.53919,-92.44978,Undetermined,FALSE,Survey Site
1369,9/25/2012,TRUE,TRUE,62,Good,3,Good/Good/Good,Hess,Warm Water,175,90/112/98,,IA,40,IA-40,Little Maquoketa River,,Twin Springs Road - Dubuque,Wadeable,,131,01-TRK-131,52b,Dubuque,Mississippi,45.96,Warm Water,huc070600030603,4709357,677940,42.51612,-90.83387,N/A,TRUE,Reference Site
