PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,SITETYPE,INDEX_VISIT,FISH_SAMPLING,SAMPLED_FISH,RT_NRSA,MMI_FISH,ALIENNTAX_PT,ALIENNTAX_WS,ALIENNTAX_WS_PT,ALIENPIND_WS,ALIENPIND_WS_PT,BENTINVPTAX_WS,BENTINVPTAX_WS_PT,CARNNTAX_WS,CARNNTAX_WS_PT,CENTPTAX_PT,CYPRNTAX_PT,CYPRPTAX_WS,CYPRPTAX_WS_PT,HERBPTAX_PT,INTLINVPTAX_PT,INTLLOTNTAX_WS,INTLLOTNTAX_WS_PT,INTLLOTPTAX_WS,INTLLOTPTAX_WS_PT,INTLMIGRNTAX_PT,INTLMIGRPIND_PT,INTLMIGRPTAX_PT,INTLPTAX_PT,INVNTAX_PT,INVPIND_WS,INVPIND_WS_PT,INVPTAX_PT,LITHNTAX_PT,LITHNTAX_WS,LITHNTAX_WS_PT,LITHPIND_PT,LITHPIND_WS,LITHPIND_WS_PT,LITHPTAX_PT,LITHPTAX_WS,LITHPTAX_WS_PT,LOTNTAX_WS,LOTNTAX_WS_PT,LOTPIND_WS,LOTPIND_WS_PT,MIGRNTAX_WS,MIGRNTAX_WS_PT,MIGRPTAX_WS,MIGRPTAX_WS_PT,NAT_CARNNTAX_WS,NAT_CARNNTAX_WS_PT,NAT_CATOPIND_PT,NAT_CENTNTAX_WS,NAT_CENTNTAX_WS_PT,NAT_CYPRPIND_PT,NAT_HERBPTAX_PT,NAT_ICTAPIND_WS,NAT_ICTAPIND_WS_PT,NAT_INTLPIND_WS,NAT_INTLPIND_WS_PT,NAT_LITHPIND_WS,NAT_LITHPIND_WS_PT,NAT_MIGRNTAX_PT,NAT_MIGRPTAX_WS,NAT_MIGRPTAX_WS_PT,NAT_NTOLBENTPTAX_PT,NAT_NTOLNTAX_PT,NAT_NTOLNTAX_WS,NAT_NTOLNTAX_WS_PT,NAT_PIND_PT,NAT_PTAX_PT,NAT_RHEOPIND_PT,NAT_TOTLNTAX_WS,NAT_TOTLNTAX_WS_PT,NTOLNTAX_WS,NTOLNTAX_WS_PT,NTOLPTAX_PT,NTOLPTAX_WS,NTOLPTAX_WS_PT,RBCATONTAX_PT,RHEONTAX_PT,RHEOPIND_PT,SALMNTAX_PT,TOLRNTAX_PT,TOLRNTAX_WS,TOLRNTAX_WS_PT,TOLRPTAX_PT 
4/23/2019,1002350,LARO-1020,1,7/15/2013,LA,29.76361,-91.44424,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,32.67,,,,9.823,3.02,,,,,,,,,,,,,,,,,0,,,,,4.31,,,,,-10.044,6.19,,,,,,-47.714,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.819,5.58,,,,,,0,,,,,2.26,4.54,
4/23/2019,1002351,KSR9-0908,1,7/16/2013,KS,39.25252,-96.3266,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,55.58,,1.688,1.52,,,,,0.55,7.19,,,,,,,,,,,10,,,1.05,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,-1.553,9.8,,,,,,,,,,-1.581,5.5,,,,,,,,,,,,7.5,,,,,,
4/23/2019,1002352,MNR9-0907,1,7/15/2013,MN,44.79956,-93.53312,Upper Midwest,PROB,Y,,YES-SUFFICIENT,T,10.36,,,,,,,,,,,7.78,,,,0,-3.151,0.25,,,,,0,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-11.515,0,,,,,,,,,5.472,0.08,
4/23/2019,1002353,MNRM-1010,1,7/16/2013,MN,44.80982,-93.49899,Upper Midwest,PROB,Y,,YES-SUFFICIENT,T,7.22,,,,,,,,,,,5.56,,,,0,-4.152,0,,,,,0,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-11.516,0,,,,,,,,,5.471,0.08,
4/23/2019,1002354,NDS9-0938,2,7/16/2013,ND,46.41794,-103.5124,Northern Plains,PROB,N,,YES-SUFFICIENT,S,34.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.798,3.43,,,,-0.624,4.7,,,-0.509,4.01,,,-1.126,2.38,,,,9.39,,,,-25.778,1.59,,,,,,,,,,,,,,,,,,-43.252,2.4,,,,,,,,
4/23/2019,1002355,SDR9-0901,1,7/16/2013,SD,45.65636,-100.8508,Northern Plains,PROB,Y,NO_FISH,YES-SUFFICIENT,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002356,OKRM-1006,1,7/16/2013,OK,36.58577,-97.0339,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,46.28,,,,,,,,,,,,27.746,4.39,0,,,,,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.372,6.44,,10,,,8.93,,,,,,,,,,,,0.59,,0,,,
4/23/2019,1002357,OHS9-0916,1,7/16/2013,OH,41.79363,-80.82266,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,19.62,7.5,,,,,,,,,,,,,,,,,,,,0,,,2.22,,,,,,,,,,,-36.177,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,-26.763,2.06,,,,0,,7.911,0,
4/23/2019,1002358,NVR9-0905,1,7/16/2013,NV,40.8147,-115.8061,Xeric,PROB,Y,,YES-50-90% OF REACH,T,49.77,,,,,,-32.88,2.2,,,10,,,,,,,,,,,,,,,,,,,-4.027,2.77,,,,,,,,,,,,,-14.862,4.85,,,,,,,,,,,,,,,,,,,,,0,,,,,,,10,,,,,0,,,-0.221,10,
4/23/2019,1002359,CARM-1011,1,7/16/2013,CA,40.47343,-122.3032,Xeric,PROB,Y,NO_PERMIT,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002360,ORRM-1008,1,7/16/2013,OR,43.68129,-123.6684,Western Mountains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002361,TXS9-0937,1,7/16/2013,TX,33.48298,-97.17612,Southern Plains,PROB,Y,,YES-50-90% OF REACH,S,37.99,,,,,,,,,,,,-20.803,10,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.503,9.75,,2.86,,,5.21,,,,,,,,,,,,0.07,,2.5,,,
4/23/2019,1002362,NHRO-1033,1,7/16/2013,NH,43.25604,-71.6225,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,28.51,0,,,,,,,,,,,,,,,,,,,,0,,,6.67,,,,,,,,,,,-22.129,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,-3.289,5.84,,,,0,,1.771,6,
4/23/2019,1002363,IDR9-0908,1,7/16/2013,ID,46.66523,-115.5475,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,85.99,,,,,,,,,,,,,,,,,,-4.037,6.81,,,,,,,,,,,,,,,7.78,,,,,,,,,,,,,9.59,,,,10,,,,,,,,11.345,7.46,,,,,10,,,1.48,7.15,,,,,,,,,,10,,,
4/23/2019,1002364,MISS-1133,1,7/16/2013,MI,46.68717,-85.16703,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,46.14,,,,,,,,,,,1.11,,,,3.75,-0.465,5.23,,,,,9.38,,,,,,,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,-4.174,2.84,,,,,,,,,-0.04,5.99,
4/23/2019,1002365,WIS9-0928,1,7/16/2013,WI,45.49626,-87.98249,Upper Midwest,PROB,Y,,YES-SUFFICIENT,R,53.85,,,,,,,,,,,3.33,,,,4.61,0.045,6.17,,,,,0,,,,,,,,,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,-2.305,4.1,,,,,,,,,-1.343,7.38,
4/23/2019,1002366,OKS9-0938,1,7/15/2013,OK,34.53126,-94.71442,Southern Appalachians,PROB,Y,,YES-50-90% OF REACH,S,46.81,,,,,,,,,,,,,,,,,,,,,,,,,-9.053,5.19,,,,,,,,,,,,,,,,,,,,,,0.384,6.28,,,,,,,-2.542,6.35,10,,,0,,,,,0,,,,,,4.13,,,,,,,,,,5.5
4/23/2019,1002367,WAS9-0920,1,7/16/2013,WA,46.22895,-123.393,Western Mountains,PROB,Y,PERMIT_RESTRICT,"NO-<20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002368,NERM-1003,1,7/17/2013,NE,40.6786,-99.48502,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,47.29,,,,,,,,,,,,69.662,0,6.67,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.858,4.15,,2.86,,,9.12,,,,,,,,,,,,0.86,,9.17,,,
4/23/2019,1002369,CAS9-0921,1,7/16/2013,CA,41.31836,-123.0505,Western Mountains,PROB,Y,,YES-SUFFICIENT,R,89.34,,,,,,,,,,,,,,,,,,25.015,9.72,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,34.594,9.49,,,,,10,,,-1.592,2.26,,,,,,,,,,10,,,
4/23/2019,1002370,KSRS-1268,1,7/17/2013,KS,39.73549,-95.82575,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,47.67,,1.87,0.75,,,,,-0.278,5.81,,,,,,,,,,,10,,,0,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,-0.773,9.39,,,,,,,,,,-1.671,5.43,,,,,,,,,,,,5,,,,,,
4/23/2019,1002371,MDR9-0905,2,7/17/2013,MD,39.62421,-78.42927,Southern Appalachians,PROB,N,,YES-SUFFICIENT,T,42.61,,,,,,,,,,,,,,,,,,,,,,,,,-21.093,3.97,,,,,,,,,,,,,,,,,,,,,,-2.02,10,,,,,,,-31.467,2.95,7.5,,,4.5,,,,,0,,,,,,2.28,,,,,,,,,,2.89
4/23/2019,1002372,OKLS-1181,1,7/17/2013,OK,35.14815,-94.7019,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,34.77,,,,,,,,,,,,,,,,,,,,,,,,,2.762,6.39,,,,,,,,,,,,,,,,,,,,,,6.9,0,,,,,,,-38.555,2.11,7.5,,,1.93,,,,,5.59,,,,,,1.8,,,,,,,,,,2.5
4/23/2019,1002373,TXR9-0903,2,7/17/2013,TX,33.05566,-97.25306,Southern Plains,PROB,N,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002374,NVRO-1024,1,7/17/2013,NV,40.57471,-116.4405,Xeric,PROB,Y,,YES-50-90% OF REACH,S,52.95,,,,,,-35.936,1.78,,,10,,,,,,,,,,,,,,,,,,,-3.446,3.51,,,,,,,,,,,,,-8.641,5.45,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,10,,,,,0.81,,,-0.25,10,
4/23/2019,1002375,UTR9-0901,1,7/17/2013,UT,37.22372,-109.2087,Xeric,PROB,Y,,YES-SUFFICIENT,T,76.96,,,,,,-40.29,1.17,,,10,,,,,,,,,,,,,,,,,,,-2.044,5.3,,,,,,,,,,,,,40.223,10,,,,,,,,,,,,,,,,,,,,,9.71,,,,,,,8,,,,,9.14,,,0.709,8.25,
4/23/2019,1002376,MTR9-0920,1,7/17/2013,MT,45.90936,-111.5669,Western Mountains,PROB,Y,,YES-SUFFICIENT,T,42.12,,,,,,,,,,,,,,,,,,-6.416,6.57,,,,,,,,,,,,,,,6,,,,,,,,,,,,,0,,,,2.5,,,,,,,,1.244,6.58,,,,,4.8,,,-1.594,2.25,,,,,,,,,,5,,,
4/23/2019,1002377,ORR9-0903,1,7/17/2013,OR,44.16795,-122.2497,Western Mountains,PROB,Y,,YES-SUFFICIENT,T,85.28,,,,,,,,,,,,,,,,,,31.329,10,,,,,,,,,,,,,,,6.67,,,,,,,,,,,,,10,,,,10,,,,,,,,6.862,7.07,,,,,10,,,-0.197,4.48,,,,,,,,,,10,,,
4/23/2019,1002378,SDR9-0909,1,7/17/2013,SD,44.81715,-103.6939,Northern Plains,PROB,Y,,YES-SUFFICIENT,T,38.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.833,1.16,,,,-0.994,4.31,,,-0.592,3.77,,,-1.321,1.9,,,,9.16,,,,-21.2,2.03,,,,,,,,,,,,,,,,,,-34.611,3.31,,,,,,,,
4/23/2019,1002379,OKS9-0936,1,7/17/2013,OK,35.96545,-96.36807,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,43.09,,,,,,,,,,,,-12.614,9.47,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.943,5.96,,5.71,,,10,,,,,,,,,,,,0,,3.33,,,
4/23/2019,1002380,COS9-0938,1,7/17/2013,CO,40.62352,-105.978,Western Mountains,PROB,Y,NO_FISH,YES-SUFFICIENT,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002381,VTS9-0909,1,7/17/2013,VT,43.90351,-72.82532,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,R,59.92,10,,,,,,,,,,,,,,,,,,,,0,,,6.67,,,,,,,,,,,0.78,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,,,,,,0.606,6.47,,,,0,,-0.154,8.28,
4/23/2019,1002382,PARF-0004,1,7/17/2013,PA,41.28869,-79.84386,Southern Appalachians,HAND,Y,,"YES-<20 CW SAMPLED,>500 INDIV",S,48.52,,,,,,,,,,,,,,,,,,,,,,,,,-46.443,1.4,,,,,,,,,,,,,,,,,,,,,,-1.252,9.45,,,,,,,-8.839,5.61,7.5,,,4.74,,,,,0,,,,,,4.5,,,,,,,,,,5.62
4/23/2019,1002387,DERO-1001,1,7/17/2013,DE,38.66194,-75.56498,Coastal Plains,PROB,Y,,YES-SUFFICIENT,S,39.85,,,,17.692,0,,,,,,,,,,,,,,,,,0,,,,,3.63,,,,,-35.365,3.99,,,,,,4.061,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.14,2.8,,,,,,6.67,,,,,-0.744,7.34,
4/23/2019,1002388,CTS9-0921,1,7/17/2013,CT,41.88046,-73.49702,Northern Appalachians,PROB,Y,,YES-50-90% OF REACH,S,59.04,7.5,,,,,,,,,,,,,,,,,,,,0,,,6.67,,,,,,,,,,,14.293,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,,,,,,-9.848,4.79,,,,5,,1.119,6.77,
4/23/2019,1002389,NYLS-1123,1,7/18/2013,NY,44.50581,-75.04351,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,36.49,10,,,,,,,,,,,,,,,,,,,,0,,,7.78,,,,,,,,,,,-34.028,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,-19.922,3.16,,,,0,,2.681,4.93,
4/23/2019,1002390,KSS9-0932,1,7/15/2013,KS,39.8978,-98.15768,Southern Plains,PROB,Y,,YES-SUFFICIENT,T,31.35,,,,,,,,,,,,1.462,7.7,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.928,9.88,,0,,,0,,,,,,,,,,,,0,,7.5,,,
4/23/2019,1002391,MTS9-0937,1,7/18/2013,MT,47.11537,-111.3768,Northern Plains,PROB,Y,,YES-SUFFICIENT,R,55.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.238,2.73,,,,-0.506,4.83,,,-0.031,5.38,,,-0.007,5.14,,,,10,,,,47.986,8.64,,,,,,,,,,,,,,,,,,5.936,7.57,,,,,,,,
4/23/2019,1002392,NCRO-1016,1,7/16/2013,NC,34.3619,-77.93378,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,35.66,,,,53.629,0,,,,,,,,,,,,,,,,,0,,,,,6.09,,,,,-14.251,5.83,,,,,,1.449,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.25,1.43,,,,,,0,,,,,-1.431,7.98,
4/23/2019,1002393,NYRO-1056,1,7/17/2013,NY,44.84435,-75.08576,Northern Appalachians,PROB,Y,PERMIT_RESTRICT,YES-SUFFICIENT,S,24.86,0,,,,,,,,,,,,,,,,,,,,0,,,2.22,,,,,,,,,,,-17.107,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,-4.29,5.68,,,,0,,0.874,7.06,
4/23/2019,1002394,NCS9-0920,1,7/18/2013,NC,35.39708,-80.7245,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,38.21,,,,,,,,,,,,,,,,,,,,,,,,,17.046,7.84,,,,,,,,,,,,,,,,,,,,,,0.392,6.26,,,,,,,-50.506,0.71,10,,,1.67,,,,,0.91,,,,,,0,,,,,,,,,,3.18
4/23/2019,1002395,MNR9-0908,1,7/18/2013,MN,45.56509,-92.7953,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,57.34,,,,,,,,,,,3.33,,,,4.5,0.15,6.37,,,,,7.5,,,,,,,,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,-1.202,4.84,,,,,,,,,-0.726,6.72,
4/23/2019,1002396,MNRO-1052,1,7/17/2013,MN,44.88838,-93.17842,Upper Midwest,PROB,Y,,YES-SUFFICIENT,T,19.74,,,,,,,,,,,6.67,,,,0,-2.156,2.1,,,,,3.75,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-8.536,0,,,,,,,,,3.459,2.24,
4/23/2019,1002397,NHR9-0905,1,7/18/2013,NH,43.35118,-72.39344,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,50.66,7.5,,,,,,,,,,,,,,,,,,,,0,,,8.89,,,,,,,,,,,-10.02,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,11.195,8.18,,,,0,,-2.052,10,
4/23/2019,1002398,CAR9-0912,1,7/17/2013,CA,38.57234,-121.3577,Xeric,PROB,Y,NO_PERMIT,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002399,NVRM-1006,1,7/18/2013,NV,40.70241,-116.5235,Xeric,PROB,Y,OTHER (FISHING NOT ATTEMPTED),"NO-<50% OF REACH,<25 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002400,ORR9-0911,1,7/18/2013,OR,44.06547,-123.1063,Western Mountains,PROB,Y,,YES-SUFFICIENT,T,79.94,,,,,,,,,,,,,,,,,,6.759,7.89,,,,,,,,,,,,,,,5.83,,,,,,,,,,,,,8.91,,,,10,,,,,,,,-0.613,6.42,,,,,9.9,,,10.14,10,,,,,,,,,,5,,,
4/23/2019,1002401,NDRO-1022,1,7/17/2013,ND,46.21593,-102.6037,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,31.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.718,2.78,,,,-2.36,2.86,,,-0.675,3.53,,,-1.515,1.42,,,,10,,,,-16.656,2.46,,,,,,,,,,,,,,,,,,-47.419,1.96,,,,,,,,
4/23/2019,1002402,NDRM-1001,1,7/18/2013,ND,46.45899,-102.6568,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,20.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.665,0.99,,,,-4.203,0.9,,,-1.639,0.77,,,-1.432,1.63,,,,10,,,,-18.602,2.27,,,,,,,,,,,,,,,,,,-65.739,0.04,,,,,,,,
4/23/2019,1002403,OHLS-1069,1,7/17/2013,OH,41.51412,-80.73366,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,17.75,5,,,,,,,,,,,,,,,,,,,,0,,,2.22,,,,,,,,,,,-52.396,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,,,,,,-24.843,2.37,,,,0,,8.566,0,
4/23/2019,1002404,WAS9-0921,1,7/18/2013,WA,48.68136,-121.72,Western Mountains,PROB,Y,NO_FISH,YES-50-90% OF REACH,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002405,COS9-0937,1,7/19/2013,CO,39.8105,-106.0032,Western Mountains,PROB,Y,,YES-50-90% OF REACH,S,63.01,,,,,,,,,,,,,,,,,,15.827,8.8,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-71.94,0.2,,,,,0,,,-2.121,1.41,,,,,,,,,,10,,,
4/23/2019,1002406,KSR9-0911,1,7/19/2013,KS,39.06027,-94.84195,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,28.8,,1.13,3.91,,,,,-5.051,0,,,,,,,,,,,10,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,-0.268,9.13,,,,,,,,,,-12.454,0,,,,,,,,,,,,0,,,,,,
4/23/2019,1002407,NCRM-1002,1,7/19/2013,NC,35.82241,-81.18403,Southern Appalachians,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002408,NYSS-1241,1,7/21/2013,NY,43.5808,-75.95908,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,51.2,10,,,,,,,,,,,,,,,,,,,,0,,,10,,,,,,,,,,,5.41,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,,,,,,-35.089,0.72,,,,0,,1.403,6.44,
4/23/2019,1002409,OHLS-1074,1,7/19/2013,OH,40.86244,-82.24619,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,21.68,7.5,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,-35.406,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,,,,,,-20.483,3.07,,,,0,,8.532,0,
4/23/2019,1002410,OHRO-1033,1,7/21/2013,OH,41.44082,-83.03139,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,29.34,,5.515,0,,,,,6.43,10,,,,,,,,,,,10,,,0,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,16.009,0.62,,,,,,,,,,-5.409,2.81,,,,,,,,,,,,0,,,,,,
4/23/2019,1002411,COS9-0920,2,7/21/2013,CO,38.55321,-107.519,Western Mountains,PROB,N,,YES-SUFFICIENT,T,64.1,,,,,,,,,,,,,,,,,,33.14,10,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-59.629,1.28,,,,,0,,,-3.009,0,,,,,,,,,,10,,,
4/23/2019,1002412,COS9-0921,1,7/22/2013,CO,39.36936,-106.4524,Western Mountains,PROB,Y,,YES-SUFFICIENT,R,63.01,,,,,,,,,,,,,,,,,,15.825,8.8,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-71.942,0.2,,,,,0,,,-2.121,1.41,,,,,,,,,,10,,,
4/23/2019,1002413,NYLS-1124,1,7/22/2013,NY,43.66568,-75.29471,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,70.62,7.5,,,,,,,,,,,,,,,,,,,,0,,,10,,,,,,,,,,,4.522,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56,,,,,,-13.701,4.17,,,,10,,0.362,7.67,
4/23/2019,1002414,PAS9-0919,1,7/22/2013,PA,41.48847,-78.13261,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,77.17,10,,,,,,,,,,,,,,,,,,,,0,,,10,,,,,,,,,,,12.962,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,19.411,9.5,,,,5,,-0.404,8.57,
4/23/2019,1002415,WIS9-0927,1,7/22/2013,WI,44.94776,-91.55695,Upper Midwest,PROB,Y,,YES-SUFFICIENT,T,37.81,,,,,,,,,,,0,,,,0,-0.9,4.42,,,,,0,,,,,,,,,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,-4.713,2.48,,,,,,,,,-0.535,6.52,
4/23/2019,1002416,WYRF-0007,1,7/22/2013,WY,41.61615,-104.6169,Southern Plains,HAND,Y,,YES-SUFFICIENT,R,61.17,,,,,,,,,,,,54.439,1.03,5,,,,,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.476,5.49,,5.71,,,9.79,,,,,,,,,,,,5.25,,10,,,
4/23/2019,1002417,OHSS-1122,1,7/22/2013,OH,41.02658,-82.78515,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,47.1,,1.916,0.55,,,,,4.018,10,,,,,,,,,,,10,,,0,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,0.554,8.7,,,,,,,,,,-1.188,5.77,,,,,,,,,,,,2.5,,,,,,
4/23/2019,1002418,ARLS-1045,1,7/22/2013,AR,34.78806,-91.87005,Coastal Plains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002419,KSR9-0912,1,7/22/2013,KS,37.33922,-97.25535,Southern Plains,PROB,Y,,YES-SUFFICIENT,T,41.64,,,,,,,,,,,,13.847,6.14,1.6,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.359,6.44,,7.14,,,8.56,,,,,,,,,,,,0.1,,0,,,
4/23/2019,1002420,IASS-1090,1,7/22/2013,IA,42.10432,-93.35417,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,46.06,,-0.038,8.89,,,,,-1.684,3.46,,,,,,,,,,,10,,,0,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,-0.878,9.45,,,,,,,,,,-2.702,4.71,,,,,,,,,,,,0,,,,,,
4/23/2019,1002421,ILRF-0001,1,7/22/2013,IL,37.47428,-88.54387,Southern Appalachians,HAND,Y,,"NO-<500 M REACH,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002423,INS9-0918,1,7/23/2013,IN,39.18727,-85.3494,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,75.47,,0.126,8.19,,,,,0.371,6.89,,,,,,,,,,,10,,,0,,,,,,,,8.17,,,,,,,,,,,,,,,,,,,,,-0.211,9.1,,,,,,,,,,2.019,8.03,,,,,,,,,,,,10,,,,,,
