UID,SITE_ID,DATE_COL,VISIT_NO,SITESAMP,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO9,EPA_REG,EVAL_CAT,FED_NONFED,FS_EW,HUC2_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MIS_BAS_NM,MISS_BASIN,OWN_NARS,PSTL_CODE,STRAH_CAT,URBN_NRS18,USFS,WGT_TP,XCOORD,YCOORD,ACID_COND,ANC_COND,BEDSED_COND,BENT_MMI_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,ENT_1X_STV_COND,FISH_MMI_COND,HG_COND,INSTRMCVR_COND,MICX_DETECT,MICX_EPA_COND,NTL_COND,OE_COND,PTL_COND,RIPDIST_COND,RIPVEG_COND,SAL_COND,SALINITY_CLASS,YEAR,PUBLICATION_DATE
2012727,NRS18_OH_10049,6/26/2018,1,Y,NRS_OH-10082,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,41.44082459,-83.03139877,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,OH,RiversOther,Non-Urban,Not_Forest_Service,114.2815866,1072082,514820,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Fair,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012728,NRS18_WA_10047,6/26/2018,1,Y,NRS_WA-10343,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,47.69211872,-121.9662585,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,WA,RiversOther,Non-Urban,Not_Forest_Service,166.2430699,-1938778,1403935,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Fair,Not Detected,At or Below Benchmark,Fair,OE<0.5,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012729,NRS18_MI_10007,6/26/2018,1,Y,NRS_MI-10058,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,45.65369356,-84.99923728,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,SmallStreams,Non-Urban,Not_Forest_Service,996.9133433,855906.9,961212.2,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2012730,NRS18_IL_10005,6/26/2018,1,Y,NRS_IL-10049,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,39.34781199,-88.05272098,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IL,SmallStreams,Non-Urban,Not_Forest_Service,6261.973564,677840.8,235465.3,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Poor,Good,Freshwater,2018,1/31/2022
2012731,NRS18_DE_10016,6/25/2018,1,Y,NRS_DE-10090,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,39.74077165,-75.71143409,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,DE,SmallStreams,Urban,Not_Forest_Service,19.04864214,1710013.983,434375.213,Good,None,Good,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Poor,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012732,NRS18_SD_10544,6/26/2018,1,Y,NRS_SD-10478,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Non-Federal,West,Upper Missouri Region,44.12590346,-103.6531763,Missouri Region,Upper Missouri Region,Mississippi_Basin,USFS,SD,SmallStreams,Non-Urban,Forest_Service,115.2061412,-609816.5476,766139.9795,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012733,NRS18_NV_10024,6/26/2018,1,Y,NRS_NV-10473,2018-19,WMTNS,XER,Region_09,Target_Sampled,Non-Federal,Not_USFS,Great Basin Region,40.69325352,-115.8337917,Great Basin Region,Not Mississippi River Basin,Not_Mississippi_Basin,BLM,NV,RiversOther,Non-Urban,Not_Forest_Service,118.6696875,-1650138.937,530675.8609,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Poor,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012734,NRS18_IL_10010,8/28/2018,1,Y,NRS_IL-10043,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,40.78505904,-90.13890744,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,RiversOther,Non-Urban,Not_Forest_Service,278.11401,490246.3,383257.4,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,O/E<0.9,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012735,NRS18_IL_10021,8/29/2018,1,Y,NRS_IL-10090,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,42.31862373,-90.2343133,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,RiversOther,Non-Urban,Not_Forest_Service,31.69653279,471869.8,554079.9,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Good,Fair,Freshwater,2018,1/31/2022
2012736,NRS18_WA_10049,6/26/2018,1,Y,NRS_WA-10410,2018-19,WMTNS,XER,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,46.45440604,-120.4150557,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Tribal Land,WA,SmallStreams,Non-Urban,Not_Forest_Service,810.1261836,-1860393,1240778,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,High,Good,Good,Freshwater,2018,1/31/2022
2012737,NRS18_ND_10225,6/26/2018,1,Y,NRS_ND-10447,2018-19,PLNLOW,TPL,Region_08,Target_Sampled,Federal,Not_USFS,Souris-Red-Rainy Region,47.74264455,-98.854387,Souris-Red-Rainy Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,ND,SmallStreams,Non-Urban,Not_Forest_Service,164.0255752,-215598.7921,1146220.706,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.9,Good,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012738,NRS18_WV_10002,6/26/2018,1,Y,NRS_WV-10019,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Ohio Region,39.9187742,-80.79683477,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,WV,RiversMajor,Non-Urban,Not_Forest_Service,288.8047084,1282501,373895,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012739,NRS18_VT_10023,6/27/2018,1,Y,NRS_VT-10120,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,44.21852254,-72.26004236,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,VT,SmallStreams,Non-Urban,Not_Forest_Service,510.7735729,1871495,986876.5,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Fair,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,High,Fair,Good,Freshwater,2018,1/31/2022
2012740,NRS18_PA_10026,6/27/2018,1,Y,NRS_PA-10087,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,41.06234628,-76.85619616,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,PA,RiversMajor,Non-Urban,Not_Forest_Service,305.9305744,1585256,559397.4,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Fair,High,Good,Good,Freshwater,2018,1/31/2022
2012741,NRS18_IL_10002,6/27/2018,1,Y,NRS_IL-10035,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,39.2086468,-90.592919,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,RiversMajor,Non-Urban,Not_Forest_Service,278.11401,462357.6,204665.9,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012743,NRS18_NJ_10005,6/26/2018,1,Y,NRS_NJ-10045,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,40.70015927,-74.78778261,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NJ,SmallStreams,Non-Urban,Not_Forest_Service,286.1189478,1762803,556183.6,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2012746,NRS18_NV_10007,6/27/2018,1,Y,NRS_NV-10339,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,41.55243455,-116.196014,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NV,LargeStreams,Non-Urban,Not_Forest_Service,320.9736112,-1659535,631052.8,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,High,Good,Good,Freshwater,2018,1/31/2022
2012747,NRS18_NH_10005,6/27/2018,1,Y,NRS_NH-10073,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,43.19317272,-71.5235048,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NH,RiversMajor,Urban,Not_Forest_Service,93.23873649,1957430,890970.3,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,OE<0.5,Good,High,Fair,Good,Freshwater,2018,1/31/2022
2012748,NRS18_AR_10002,6/27/2018,1,Y,NRS_AR-10057,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,35.62598092,-89.87932864,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,AR,RiversMajor,Non-Urban,Not_Forest_Service,404.2311713,549133.822,-192236.671,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012749,NRS18_WA_10035,6/27/2018,1,Y,NRS_WA-10438,2018-19,WMTNS,XER,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,46.24149542,-120.4127497,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Tribal Land,WA,RiversOther,Non-Urban,Not_Forest_Service,140.8475165,-1866219.288,1217899.462,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2012750,NRS18_SD_10016,6/27/2018,1,Y,NRS_SD-10421,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Non-Federal,West,Upper Missouri Region,43.82918074,-103.4590567,Missouri Region,Upper Missouri Region,Mississippi_Basin,USFS,SD,SmallStreams,Non-Urban,Forest_Service,115.2061412,-596975.6,731921.1,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012751,NRS18_WI_10069,6/27/2018,1,Y,NRS_WI-10098,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,45.68021215,-92.07057777,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,WI,SmallStreams,Non-Urban,Not_Forest_Service,1605.779918,306200.8,920895.5,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012755,NRS18_MO_10011,6/28/2018,1,Y,NRS_MO-10034,2018-19,PLNLOW,TPL,Region_07,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,39.1760524,-90.71722249,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,MO,RiversMajor,Non-Urban,Not_Forest_Service,310.3158285,451942.5,200420.6,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012756,NRS18_KY_10019,6/28/2018,1,Y,NRS_KY-10080,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,Ohio Region,38.68588114,-85.17831438,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,KY,RiversMajor,Non-Urban,Not_Forest_Service,311.7294057,930516.1,185953.5,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Fair,Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012757,NRS18_MA_10013,6/26/2018,1,Y,NRS_MA-10096,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.12793973,-73.30680862,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,SmallStreams,Non-Urban,Not_Forest_Service,593.4431702,1845807.154,739872.1301,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012758,NRS18_MI_10052,6/28/2018,1,Y,NRS_MI-10151,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,43.32067313,-83.99699064,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,RiversOther,Non-Urban,Not_Forest_Service,114.1787801,966225.9577,712829.6672,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Fair,High,Fair,Good,Freshwater,2018,1/31/2022
2012759,NRS18_CT_10018,6/27/2018,1,Y,NRS_CT-10116,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.04691303,-73.31172517,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,CT,LargeStreams,Non-Urban,Not_Forest_Service,264.6650355,1847558.068,730970.7991,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Fair,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2012760,NRS18_NE_10018,6/27/2018,1,Y,NRS_NE-10108,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,40.84165774,-99.74437536,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,NE,LargeStreams,Non-Urban,Not_Forest_Service,419.6806973,-313063.1,380641.6,Good,None,Good,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012761,NRS18_IL_10020,6/28/2018,1,Y,NRS_IL-10080,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,41.5332791,-89.10372553,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,LargeStreams,Non-Urban,Not_Forest_Service,1253.665084,570619.1,472617.1,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012762,NRS18_WA_10065,6/28/2018,1,Y,NRS_WA-10449,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Non-Federal,West,Pacific Northwest Region,48.45505401,-120.5661413,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,USFS,WA,SmallStreams,Non-Urban,Forest_Service,3307.327572,-1815145.014,1457436.641,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2012764,NRS18_WA_10017,6/28/2018,1,Y,NRS_WA-10407,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Non-Federal,Not_USFS,Pacific Northwest Region,47.99067895,-123.5022942,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,NPS,WA,SmallStreams,Non-Urban,Not_Forest_Service,3307.327572,-2040939,1467747,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2012765,NRS18_WA_10010,6/27/2018,1,Y,NRS_WA-10332,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Non-Federal,West,Pacific Northwest Region,47.72891816,-121.427561,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,USFS,WA,RiversOther,Non-Urban,Forest_Service,166.2430699,-1898457,1396974,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012766,NRS18_CA_10343,6/27/2018,1,Y,NRS_CA-11332,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,California Region,40.30767586,-121.8581376,California Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,CA,SmallStreams,Non-Urban,Not_Forest_Service,364.7597431,-2152018.452,609260.0388,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012767,NRS18_MI_10047,6/29/2018,1,Y,NRS_MI-10146,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,43.03484094,-83.93323098,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,LargeStreams,Non-Urban,Not_Forest_Service,390.765991,975373.31,681815.1208,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Fair,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Fair,Fair,Freshwater,2018,1/31/2022
2012768,NRS18_NY_10033,6/29/2018,1,Y,NRS_NY-10111,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Great Lakes Region,44.91334762,-74.93946612,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,RiversOther,Non-Urban,Not_Forest_Service,78.34036973,1646952,1012534,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Poor,Not Detected,At or Below Benchmark,Good,O/E<0.8,Fair,Low,Poor,Good,Freshwater,2018,1/31/2022
2012769,NRS18_NV_10001,6/28/2018,1,Y,NRS_NV-10280,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,Great Basin Region,40.74129976,-115.554364,Great Basin Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NV,SmallStreams,Non-Urban,Not_Forest_Service,834.440707,-1626123,531125.2,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.9,Good,High,Good,Good,Freshwater,2018,1/31/2022
2012770,NRS18_WA_10044,6/28/2018,1,Y,NRS_WA-10358,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Non-Federal,West,Pacific Northwest Region,48.38500378,-120.296423,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,USFS,WA,LargeStreams,Non-Urban,Forest_Service,853.2388601,-1797605,1444851,Good,None,Poor,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2012771,NRS18_MA_10182,6/29/2018,1,Y,NRS_MA-10105,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.54022534,-72.86832966,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,SmallStreams,Non-Urban,Not_Forest_Service,593.4431702,1869661.089,793210.524,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Low,Poor,Good,Freshwater,2018,1/31/2022
2012772,NRS18_IL_10011,6/29/2018,1,Y,NRS_IL-10044,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,41.15196242,-87.91418338,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,RiversOther,Non-Urban,Not_Forest_Service,278.11401,672452.8,437844.2,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2012773,NRS18_NY_10036,7/1/2018,1,Y,NRS_NY-10114,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Great Lakes Region,44.62279409,-75.2269792,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,RiversOther,Non-Urban,Not_Forest_Service,78.34036973,1631845,976005.1,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Fair,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012774,NRS18_IL_10364,7/1/2018,1,Y,NRS_IL-10140,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,39.16039842,-89.09546299,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,SmallStreams,Non-Urban,Not_Forest_Service,6261.973564,590596.1833,207565.4386,Good,None,Poor,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012775,NRS18_OR_10016,6/29/2018,1,Y,NRS_OR-10563,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Non-Federal,West,Pacific Northwest Region,45.76530023,-117.7598806,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,USFS,OR,RiversMajor,Non-Urban,Forest_Service,185.1423351,-1679198,1117104,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012777,NRS18_NY_10015,7/2/2018,1,Y,NRS_NY-10048,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Great Lakes Region,44.25928163,-75.76743369,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,RiversOther,Non-Urban,Not_Forest_Service,78.34036973,1598599,927256.7,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,OE<0.5,Fair,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012778,NRS18_ND_10054,7/2/2018,1,Y,NRS_ND-10388,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,47.1822665,-101.7942644,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,ND,SmallStreams,Non-Urban,Not_Forest_Service,86.8422118,-441222.2,1094523,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Poor,Slightly Saline,2018,1/31/2022
2012779,NRS18_KS_10033,7/2/2018,1,Y,NRS_KS-10214,2018-19,PLNLOW,TPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,39.00669851,-95.29043901,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,KS,SmallStreams,Non-Urban,Not_Forest_Service,589.227749,60875.49297,169101.9003,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Fair,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012781,NRS18_WA_10519,7/1/2018,1,Y,NRS_WA-10463,2018-19,WMTNS,XER,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,45.79994363,-120.2141829,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,WA,LargeStreams,Non-Urban,Not_Forest_Service,834.7224738,-1863723.242,1166591.587,Good,None,Good,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,Low,Poor,Good,Freshwater,2018,1/31/2022
