"Site.ID","Water.Body","Date","Rating","Location","Longitude","Latitude","Latest.Rating","Study.Type","Taxa"
"AB021","FIRST BROAD R",2005-09-19," Excellent","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB021","FIRST BROAD R",2000-07-17," Good","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB021","FIRST BROAD R",1995-07-10," Good","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB021","FIRST BROAD R",1993-10-28," Good","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB021","FIRST BROAD R",1989-07-24," Good","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB021","FIRST BROAD R",1988-07-27," Good","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB021","FIRST BROAD R",1986-07-22," Good","SR 1530","-81.682222","35.493056","Excellent","Basin Sample","Invert"
"AB022","GREEN R",2005-09-22," Good-Fair","CMC RD","-82.473611","35.203056","Good-Fair","Special Study","Invert"
"AB023","GREEN R",2015-07-29," Good","SR 1151","-82.275556","35.305556","Good","Basin Sample","Invert"
"AB023","GREEN R",2010-07-01," Excellent","SR 1151","-82.275556","35.305556","Good","Basin Sample","Invert"
"AB023","GREEN R",2005-09-22," Good","SR 1151","-82.275556","35.305556","Good","Basin Sample","Invert"
"AB023","GREEN R",2000-07-11," Good-Fair","SR 1151","-82.275556","35.305556","Good","Basin Sample","Invert"
"AB023","GREEN R",1995-07-10," Good-Fair","SR 1151","-82.275556","35.305556","Good","Basin Sample","Invert"
"AB024","GREEN R",2015-07-28," Good-Fair","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB024","GREEN R",2010-06-29," Good","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB024","GREEN R",2005-09-20," Good-Fair","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB024","GREEN R",2000-07-12," Good-Fair","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB024","GREEN R",1995-07-11," Good-Fair","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB024","GREEN R",1989-07-26," Good","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB024","GREEN R",1987-07-21," Good","SR 1302","-81.984167","35.260278","Good-Fair","Basin Sample","Invert"
"AB025","HINTON CR",2015-08-11," Fair","NC 226","-81.6525","35.436389","Fair","Basin Sample","Invert"
"AB025","HINTON CR",2010-07-01," Good-Fair","NC 226","-81.6525","35.436389","Fair","Basin Sample","Invert"
"AB025","HINTON CR",2005-07-13," Excellent","NC 226","-81.6525","35.436389","Fair","Basin Sample","Invert"
"AB025","HINTON CR",2000-07-17," Good-Fair","NC 226","-81.6525","35.436389","Fair","Basin Sample","Invert"
"AB025","HINTON CR",1995-07-10," Good-Fair","NC 226","-81.6525","35.436389","Fair","Basin Sample","Invert"
"AB026","HOLLANDS CR",2003-06-10," Not Rated","SR 1520","-81.951944","35.391111","Not Rated","Special Study","Invert"
"AB027","HOLLANDS CR",2003-06-11," Good-Fair","SR 1547","-81.914722","35.379167","Good-Fair","Special Study","Invert"
"AB027","HOLLANDS CR",1988-03-23," Good-Fair","SR 1547","-81.914722","35.379167","Good-Fair","Special Study","Invert"
"AB028","HOLLANDS CR",2003-06-11," Good-Fair","SR 1548","-81.890278","35.380556","Good-Fair","Special Study","Invert"
"AB028","HOLLANDS CR",2000-07-13," Fair","SR 1548","-81.890278","35.380556","Good-Fair","Special Study","Invert"
"AB028","HOLLANDS CR",1988-03-23," Poor","SR 1548","-81.890278","35.380556","Good-Fair","Special Study","Invert"
"AB029","HUNGRY R",2021-06-22," Excellent","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB029","HUNGRY R",2015-07-29," Excellent","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB029","HUNGRY R",2010-08-25," Excellent","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB029","HUNGRY R",2005-09-22," Good","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB029","HUNGRY R",2000-09-12," Good","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB029","HUNGRY R",2000-07-10," Good","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB029","HUNGRY R",1995-07-10," Good-Fair","OFF SR 1799","-82.34761","35.31851","Excellent","Basin Sample","Invert"
"AB030","JOE CR",2005-09-22," Good-Fair","SR 1106","-82.465278","35.208889","Good-Fair","Special Study","Invert"
"AB030","JOE CR",2000-07-10," Excellent","SR 1106","-82.465278","35.208889","Good-Fair","Special Study","Invert"
"AB030","JOE CR",1989-01-19," Good","SR 1106","-82.465278","35.208889","Good-Fair","Special Study","Invert"
"AB031","KINGS CR",2021-06-21," Good","SR 2286","-81.385556","35.167778","Good","Basin Sample","Invert"
"AB031","KINGS CR",2015-08-10," Fair","SR 2286","-81.385556","35.167778","Good","Basin Sample","Invert"
"AB031","KINGS CR",2010-06-28," Good-Fair","SR 2286","-81.385556","35.167778","Good","Basin Sample","Invert"
"AB031","KINGS CR",2005-09-19," Good","SR 2286","-81.385556","35.167778","Good","Basin Sample","Invert"
"AB031","KINGS CR",2000-07-21," Good","SR 2286","-81.385556","35.167778","Good","Basin Sample","Invert"
"AB031","KINGS CR",1995-07-13," Good-Fair","SR 2286","-81.385556","35.167778","Good","Basin Sample","Invert"
"AB032","KNOB CR",2015-08-11," Good","SR 1004","-81.560278","35.433611","Good","Basin Sample","Invert"
"AB032","KNOB CR",2010-07-01," Fair","SR 1004","-81.560278","35.433611","Good","Basin Sample","Invert"
"AB032","KNOB CR",2005-09-20," Good","SR 1004","-81.560278","35.433611","Good","Basin Sample","Invert"
"AB032","KNOB CR",2000-07-17," Good","SR 1004","-81.560278","35.433611","Good","Basin Sample","Invert"
"AB032","KNOB CR",1995-07-11," Good","SR 1004","-81.560278","35.433611","Good","Basin Sample","Invert"
"AB033","L WHITEOAK CR",2005-09-23," Good-Fair","SR 1324","-82.114444","35.288333","Good-Fair","Special Study","Invert"
"AB034","MILL CR",2003-06-10," Fair","SR 1327","-82.004722","35.473889","Fair","Special Study","Invert"
"AB035","MOUNTAIN CR",2015-07-28," Good-Fair","SR 1149","-81.998611","35.316389","Good-Fair","Basin Sample","Invert"
"AB035","MOUNTAIN CR",2010-06-30," Good-Fair","SR 1149","-81.998611","35.316389","Good-Fair","Basin Sample","Invert"
"AB035","MOUNTAIN CR",2005-09-21," Good-Fair","SR 1149","-81.998611","35.316389","Good-Fair","Basin Sample","Invert"
"AB035","MOUNTAIN CR",2000-08-17," Good-Fair","SR 1149","-81.998611","35.316389","Good-Fair","Basin Sample","Invert"
"AB035","MOUNTAIN CR",1995-07-12," Good","SR 1149","-81.998611","35.316389","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",2021-06-21," Good-Fair","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",2015-08-10," Good-Fair","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",2010-06-29," Good","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",2005-07-12," Excellent","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",2000-07-18," Good","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",1995-07-13," Good","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",1990-09-13," Good-Fair","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB036","MUDDY FK",1983-11-14," Good-Fair","SR 2012","-81.429167","35.295833","Good-Fair","Basin Sample","Invert"
"AB037","N FK FIRST BROAD R",2015-08-12," Excellent","SR 1728","-81.772222","35.536389","Excellent","Basin Sample","Invert"
"AB037","N FK FIRST BROAD R",2010-07-01," Excellent","SR 1728","-81.772222","35.536389","Excellent","Basin Sample","Invert"
"AB037","N FK FIRST BROAD R",2005-07-13," Excellent","SR 1728","-81.772222","35.536389","Excellent","Basin Sample","Invert"
"AB037","N FK FIRST BROAD R",2000-07-17," Excellent","SR 1728","-81.772222","35.536389","Excellent","Basin Sample","Invert"
"AB037","N FK FIRST BROAD R",1995-07-10," Excellent","SR 1728","-81.772222","35.536389","Excellent","Basin Sample","Invert"
"AB037","N FK FIRST BROAD R",1989-07-24," Good","SR 1728","-81.772222","35.536389","Excellent","Basin Sample","Invert"
"AB038","N PACOLET R",2005-07-15," Excellent","SR 1102","-82.346944","35.215278","Excellent","Special Study","Invert"
"AB039","N PACOLET R",2015-07-29," Excellent","SR 1179","-82.270556","35.224167","Excellent","Basin Sample","Invert"
"AB039","N PACOLET R",2010-07-01," Excellent","SR 1179","-82.270556","35.224167","Excellent","Basin Sample","Invert"
"AB039","N PACOLET R",2005-07-14," Excellent","SR 1179","-82.270556","35.224167","Excellent","Basin Sample","Invert"
"AB039","N PACOLET R",2000-07-11," Good","SR 1179","-82.270556","35.224167","Excellent","Basin Sample","Invert"
"AB039","N PACOLET R",1995-07-11," Good","SR 1179","-82.270556","35.224167","Excellent","Basin Sample","Invert"
"AB040","N PACOLET R",2015-07-29," Good","SR 1501","-82.158889","35.205","Good","Basin Sample","Invert"
"AB040","N PACOLET R",2010-06-30," Good","SR 1501","-82.158889","35.205","Good","Basin Sample","Invert"
"AB040","N PACOLET R",2005-09-21," Good","SR 1501","-82.158889","35.205","Good","Basin Sample","Invert"
"AB040","N PACOLET R",2000-07-11," Good-Fair","SR 1501","-82.158889","35.205","Good","Basin Sample","Invert"
"AB040","N PACOLET R",1995-07-11," Fair","SR 1501","-82.158889","35.205","Good","Basin Sample","Invert"
"AB041","POTTS CR",2005-07-14," Good","SR 1001","-81.425","35.278611","Good","Special Study","Invert"
"AB042","ROBERSON CR",2015-08-12," Good-Fair","SR 1561","-81.848611","35.368889","Good-Fair","Basin Sample","Invert"
"AB042","ROBERSON CR",2010-07-02," Good-Fair","SR 1561","-81.848611","35.368889","Good-Fair","Basin Sample","Invert"
"AB042","ROBERSON CR",2010-06-28," Good-Fair","SR 1561","-81.848611","35.368889","Good-Fair","Basin Sample","Invert"
"AB042","ROBERSON CR",2005-09-19," Good-Fair","SR 1561","-81.848611","35.368889","Good-Fair","Basin Sample","Invert"
"AB042","ROBERSON CR",2000-07-13," Good-Fair","SR 1561","-81.848611","35.368889","Good-Fair","Basin Sample","Invert"
"AB042","ROBERSON CR",1995-07-13," Good-Fair","SR 1561","-81.848611","35.368889","Good-Fair","Basin Sample","Invert"
"AB043","SANDY RUN CR",2015-08-31," Good","SR 1195","-81.696944","35.225556","Good","Basin Sample","Invert"
"AB043","SANDY RUN CR",2010-06-30," Good","SR 1195","-81.696944","35.225556","Good","Basin Sample","Invert"
"AB043","SANDY RUN CR",2005-07-12," Good","SR 1195","-81.696944","35.225556","Good","Basin Sample","Invert"
"AB043","SANDY RUN CR",2000-07-19," Good","SR 1195","-81.696944","35.225556","Good","Basin Sample","Invert"
"AB043","SANDY RUN CR",1995-07-11," Good-Fair","SR 1195","-81.696944","35.225556","Good","Basin Sample","Invert"
"AB044","SECOND BROAD R",2015-08-12," Good","SR 1538","-81.871944","35.404167","Good","Basin Sample","Invert"
"AB044","SECOND BROAD R",2010-06-28," Good-Fair","SR 1538","-81.871944","35.404167","Good","Basin Sample","Invert"
"AB044","SECOND BROAD R",2005-09-19," Good-Fair","SR 1538","-81.871944","35.404167","Good","Basin Sample","Invert"
"AB044","SECOND BROAD R",2000-08-16," Good-Fair","SR 1538","-81.871944","35.404167","Good","Basin Sample","Invert"
"AB044","SECOND BROAD R",1995-07-13," Good-Fair","SR 1538","-81.871944","35.404167","Good","Basin Sample","Invert"
"AB044","SECOND BROAD R",1994-06-28," Good","SR 1538","-81.871944","35.404167","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",2010-06-29," Good","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",2005-09-19," Good-Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",2000-07-19," Good-Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",1995-07-13," Good-Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",1991-07-08," Good-Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",1989-07-25," Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",1987-07-21," Good-Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",1985-09-04," Fair","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB045","SECOND BROAD R",1983-08-11," Poor","SR 1973","-81.766667","35.233056","Good","Basin Sample","Invert"
"AB046","TAYLORS CR",2003-06-11," Excellent","SR 1314","-82.1725","35.510278","Excellent","Special Study","Invert"
"AB047","WALNUT CR",2015-07-28," Excellent","SR 1315","-82.103333","35.354167","Excellent","Basin Sample","Invert"
"AB047","WALNUT CR",2010-06-30," Good","SR 1315","-82.103333","35.354167","Excellent","Basin Sample","Invert"
"AB047","WALNUT CR",2005-09-21," Good","SR 1315","-82.103333","35.354167","Excellent","Basin Sample","Invert"
"AB047","WALNUT CR",2000-07-11," Excellent","SR 1315","-82.103333","35.354167","Excellent","Basin Sample","Invert"
"AB047","WALNUT CR",1995-07-11," Fair","SR 1315","-82.103333","35.354167","Excellent","Basin Sample","Invert"
"AB048","WHITEOAK CR",2015-07-27," Good-Fair","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB048","WHITEOAK CR",2010-06-30," Good","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB048","WHITEOAK CR",2005-09-20," Good","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB048","WHITEOAK CR",2000-07-11," Good","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB048","WHITEOAK CR",1995-07-11," Good","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB048","WHITEOAK CR",1995-05-15," Good","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB048","WHITEOAK CR",1986-10-29," Good-Fair","SR 1352","-82.003889","35.260556","Good-Fair","Basin Sample","Invert"
"AB049","BEASON CR",1986-03-17," Good-Fair","SR 2252","-81.390833","35.229167","Good-Fair","N/A","Invert"
"AB050","BOBS CR",1989-01-19," Good","SR 1103","-82.450556","35.186667","Good","N/A","Invert"
"AB051","BRUSHY CR",1988-11-09," Fair","BE US 74","-81.579167","35.290278","Fair","N/A","Invert"
"AB052","BRUSHY CR",1995-05-16," Excellent","SR 1323 BE PPG","-81.615833","35.339722","Excellent","Special Study","Invert"
"AB053","BRUSHY CR",1988-11-09," Fair","US 74","-81.580556","35.294722","Fair","N/A","Invert"
"AB053","BRUSHY CR",1985-09-04," Fair","US 74","-81.580556","35.294722","Fair","N/A","Invert"
"AB054","BUFFALO CR",1990-09-13," Fair","US 74","-81.458611","35.255833","Fair","N/A","Invert"
"AB054","BUFFALO CR",1983-11-14," Fair","US 74","-81.458611","35.255833","Fair","N/A","Invert"
"AB055","COVE CR",1989-07-26," Good","US 64-74","-82.111667","35.423333","Good","N/A","Invert"
"AB055","COVE CR",1986-07-21," Good","US 64-74","-82.111667","35.423333","Good","N/A","Invert"
"AB056","DUNCANS CR",1995-07-10," Good","SR 1749","-81.719444","35.463333","Good","Basin Sample","Invert"
"AB057","FIRST BROAD R",1989-07-25," Good","SR 1726","-81.770833","35.5125","Good","N/A","Invert"
"AB058","FREEMAN CR",1989-01-18," Good-Fair","SR 1115","-82.440556","35.222778","Good-Fair","N/A","Invert"
"AB059","GAP BR",1986-03-18," Good","SR 1512","-81.916667","35.506111","Good","Special Study","Invert"
"AB060","GREEN R",2021-06-23," Excellent","NR SR 1106 AB UNCLES CR","-82.530556","35.173611","Excellent","Special Study","Invert"
"AB060","GREEN R",1993-10-27," Excellent","NR SR 1106 AB UNCLES CR","-82.530556","35.173611","Excellent","Special Study","Invert"
"AB060","GREEN R",1989-01-18," Good","NR SR 1106 AB UNCLES CR","-82.530556","35.173611","Excellent","Special Study","Invert"
"AB061","GREEN R",1993-10-27," Good","SR 1103","-82.453333","35.203889","Good","N/A","Invert"
"AB062","GREEN R",1993-10-27," Excellent","SR 1104","-82.496111","35.190833","Excellent","N/A","Invert"
"AB063","GREEN R",1993-10-28," Good-Fair","SR 1331","-82.054167","35.314722","Good-Fair","N/A","Invert"
"AB064","HICKORY CR",2000-07-20," Fair","NC 18","-81.566111","35.241667","Fair","Special Study","Invert"
"AB064","HICKORY CR",1987-02-09," Poor","NC 18","-81.566111","35.241667","Fair","Special Study","Invert"
"AB065","HICKORY CR",2010-05-18," Good-Fair","SR 1110","-81.564444","35.242778","Good-Fair","Special Study","Invert"
"AB065","HICKORY CR",1987-02-09," Fair","SR 1110","-81.564444","35.242778","Good-Fair","Special Study","Invert"
"AB066","LICK BR",2000-07-20," Good","SR 2227","-81.501111","35.176944","Good","Special Study","Invert"
"AB066","LICK BR",1995-07-12," Fair","SR 2227","-81.501111","35.176944","Good","Special Study","Invert"
"AB066","LICK BR",1986-03-17," Fair","SR 2227","-81.501111","35.176944","Good","Special Study","Invert"
"AB066","LICK BR",1983-11-15," Poor","SR 2227","-81.501111","35.176944","Good","Special Study","Invert"
"AB067","LICK BR",1986-03-17," Poor","SR 2229","-81.467222","35.173611","Poor","N/A","Invert"
"AB068","LONG BR",1986-03-18," Excellent","SC 705","-81.355833","35.135","Excellent","N/A","Invert"
"AB069","N PACOLET R",1983-08-10," Good-Fair","SR 1517","-82.346389","35.216667","Good-Fair","N/A","Invert"
"AB070","REEDYPATCH CR",2000-07-10," Good","US 64","-82.293611","35.445","Good","Special Study","Invert"
"AB071","ROCK CR",1993-10-28," Excellent","SR 1106","-82.485","35.198889","Excellent","N/A","Invert"
"AB071","ROCK CR",1989-01-19," Good","SR 1106","-82.485","35.198889","Excellent","N/A","Invert"
"AB072","SECOND BROAD R",1999-05-19," Excellent","AB UNION MILLS","-81.944167","35.479167","Excellent","Special Study","Invert"
"AB073","SECOND BROAD R",1999-05-19," Good","BE UNION MILLS","-81.9425","35.476667","Good","Special Study","Invert"
"AB074","SECOND BROAD R",2010-05-17," Good","US 221A","-81.801389","35.281944","Good","Special Study","Invert"
"AB074","SECOND BROAD R",1994-06-28," Good-Fair","US 221A","-81.801389","35.281944","Good","Special Study","Invert"
"AB075","SECOND BROAD R",1994-06-28," Good-Fair","US 74 BUS","-81.840278","35.333333","Good-Fair","N/A","Invert"
"AB076","UT WHITE OAK CR",2010-05-17," Good","NR SR 1557","-82.165556","35.254444","Good","Special Study","Invert"
"AB076","UT WHITE OAK CR",1995-05-15," Good","NR SR 1557","-82.165556","35.254444","Good","Special Study","Invert"
"AB077","UT WHITE OAK CR",1986-10-28," Poor","SR 1519","-82.153056","35.261389","Poor","Special Study","Invert"
"AB078","UT WHITE OAK CR",1986-10-28," Good-Fair","SR 1532","-82.172778","35.254167","Good-Fair","Special Study","Invert"
"AB079","WARDS CR",2000-07-17," Good","SR 1525","-81.658611","35.476944","Good","Special Study","Invert"
"AB080","WHITEOAK CR",1986-10-29," Good-Fair","SR 1526","-82.140278","35.269167","Good-Fair","N/A","Invert"
"AB081","WHITEOAK CR",1986-10-29," Good-Fair","SR 1531","-82.165","35.261667","Good-Fair","N/A","Invert"
"AB083","BRUSHY CR",1995-05-16," Excellent","SR 1323 AB PPG","-81.616667","35.340833","Excellent","Special Study","Invert"
"AB084","GREEN R",2015-05-20," Excellent","NR SR 1106 AB S PR GREEN R","-82.569167","35.166111","Excellent","Special Study","Invert"
"AB084","GREEN R",1989-01-18," Excellent","NR SR 1106 AB S PR GREEN R","-82.569167","35.166111","Excellent","Special Study","Invert"
"AB085","UT WHITE OAK CR",1995-05-15," Good","SR 1557","-82.166111","35.254167","Good","Special Study","Invert"
"AB086","WARDS CR",1989-07-24," Good-Fair","SR 1533","-81.645278","35.5","Good-Fair","N/A","Invert"
"AB088","DAVIS CR",2007-05-22," Not Impaired","CAMP GREEN COVE RD","-82.428056","35.212778","Not Impaired","Special Study","Invert"
"AB089","BRIER CR",2008-06-11," Excellent","SR 1733","-81.69984","35.5265","Excellent","Special Study","Invert"
"AB090","CEDAR CR",2008-06-10," Excellent","SR 1371","-82.11","35.486667","Excellent","Special Study","Invert"
"AB091","BUFFALO CR",2010-06-28," Good-Fair","NC 226","-81.4882","35.20076","Good-Fair","Special Study","Invert"
"AB092","SECOND BROAD R",2010-05-18," Excellent","SR 1504","-81.94921","35.48401","Excellent","Special Study","Invert"
"AB093","TUMBLEBUG CR",2010-08-25," Excellent","SR 1799","-82.34795","35.31907","Excellent","Special Study","Invert"
"AB094","JAKES BR",2012-10-08," Fair","OFF NC 226","-81.48669","35.20118","Fair","Special Study","Invert"
"AB095","UT BIG HARRIS CR",2013-05-29," Good","OFF SR 1820","-81.6228","35.4032","Good","Special Study","Invert"
"AB096","UT BIG HARRIS CR",2013-05-29," Good-Fair","OFF SR 1820 DNS COW/GOAT FARM","-81.6158","35.4021","Good-Fair","Special Study","Invert"
"AB097","UT BIG HARRIS CR",2013-05-29," Good","UPS SR 1819 STICK ELLIOT ROAD","-81.6077","35.3986","Good","Special Study","Invert"
"AB098","BIG HARRIS CR",2013-05-28," Good","BELOW N ROYSTER RD","-81.6014","35.4068","Good","Special Study","Invert"
"AB099","UT BIG HARRIS CR",2013-05-28," Good","BELOW N ROYSTER RD","-81.6026","35.4058","Good","Special Study","Invert"
"AB100","UT BIG HARRIS CR",2013-05-28," Good","UPS N ROYSTER RD","-81.6048","35.4076","Good","Special Study","Invert"
"AB101","BIG HARRIS CR",2013-05-28," Good","UPS N ROYSTER RD","-81.6049","35.4074","Good","Special Study","Invert"
"AB102","BIG HARRIS CR",2013-05-28," Excellent","UPS SR 1819 STICK ELLIOT RD","-81.6116","35.4096","Excellent","Special Study","Invert"
"GB010","L TENNESSEE R",2010-08-04," Good","SR 1651","-83.377778","35.122222","Good","Basin Sample","Invert"
"GB010","L TENNESSEE R",2004-07-22," Good","SR 1651","-83.377778","35.122222","Good","Basin Sample","Invert"
"GB010","L TENNESSEE R",1999-10-20," Good-Fair","SR 1651","-83.377778","35.122222","Good","Basin Sample","Invert"
"GB010","L TENNESSEE R",1987-08-05," Good-Fair","SR 1651","-83.377778","35.122222","Good","Basin Sample","Invert"
"GB010","L TENNESSEE R",1985-08-06," Fair","SR 1651","-83.377778","35.122222","Good","Basin Sample","Invert"
"GB010","L TENNESSEE R",1983-08-16," Fair","SR 1651","-83.377778","35.122222","Good","Basin Sample","Invert"
"GB011","OCONALUFTEE R",2021-12-14," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",2019-08-21," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",2014-09-18," Good","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",2009-07-27," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",2004-08-05," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",1999-07-22," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",1994-07-14," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",1989-07-26," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",1989-03-29," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",1987-08-07," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB011","OCONALUFTEE R",1985-08-09," Excellent","SR 1359","-83.353611","35.461389","Excellent","Special Study","Invert"
"GB012","CHEOAH R",2014-08-05," Good","OFF US 129 AB BARKER CR","-83.918889","35.438333","Good","Special Study","Invert"
"GB012","CHEOAH R",2004-08-04," Excellent","OFF US 129 AB BARKER CR","-83.918889","35.438333","Good","Special Study","Invert"
"GB013","CONNELLY CR",2019-07-24," Excellent","SR 1177","-83.365278","35.430556","Excellent","Basin Sample","Invert"
"GB013","CONNELLY CR",2014-09-18," Excellent","SR 1177","-83.365278","35.430556","Excellent","Basin Sample","Invert"
"GB013","CONNELLY CR",2009-07-29," Excellent","SR 1177","-83.365278","35.430556","Excellent","Basin Sample","Invert"
"GB013","CONNELLY CR",2004-08-03," Good","SR 1177","-83.365278","35.430556","Excellent","Basin Sample","Invert"
"GB013","CONNELLY CR",1999-07-21," Excellent","SR 1177","-83.365278","35.430556","Excellent","Basin Sample","Invert"
"GB013","CONNELLY CR",1994-07-14," Excellent","SR 1177","-83.365278","35.430556","Excellent","Basin Sample","Invert"
"GB014","STECOAH CR",2009-07-29," Excellent","SR 1237","-83.678639","35.395129","Excellent","Basin Sample","Invert"
"GB014","STECOAH CR",2004-08-04," Good","SR 1237","-83.678639","35.395129","Excellent","Basin Sample","Invert"
"GB014","STECOAH CR",1999-08-11," Excellent","SR 1237","-83.678639","35.395129","Excellent","Basin Sample","Invert"
"GB014","STECOAH CR",1994-07-13," Good","SR 1237","-83.678639","35.395129","Excellent","Basin Sample","Invert"
"GB015","CHEOAH R",2014-08-05," Good-Fair","SR 1147","-83.863611","35.381111","Good-Fair","Special Study","Invert"
"GB015","CHEOAH R",2008-05-05," Good","SR 1147","-83.863611","35.381111","Good-Fair","Special Study","Invert"
"GB015","CHEOAH R",2004-07-20," Fair","SR 1147","-83.863611","35.381111","Good-Fair","Special Study","Invert"
"GB016","PANTHER CR",2019-07-26," Excellent","SR 1233","-83.624444","35.390833","Excellent","Basin Sample","Invert"
"GB016","PANTHER CR",2014-08-06," Excellent","SR 1233","-83.624444","35.390833","Excellent","Basin Sample","Invert"
"GB016","PANTHER CR",2009-07-29," Excellent","SR 1233","-83.624444","35.390833","Excellent","Basin Sample","Invert"
"GB016","PANTHER CR",2004-08-04," Good","SR 1233","-83.624444","35.390833","Excellent","Basin Sample","Invert"
"GB016","PANTHER CR",1999-08-10," Excellent","SR 1233","-83.624444","35.390833","Excellent","Basin Sample","Invert"
"GB016","PANTHER CR",1994-07-13," Excellent","SR 1233","-83.624444","35.390833","Excellent","Basin Sample","Invert"
"GB017","ALARKA CR",2019-07-25," Excellent","SR 1185","-83.472222","35.378611","Excellent","Basin Sample","Invert"
"GB017","ALARKA CR",2014-08-06," Excellent","SR 1185","-83.472222","35.378611","Excellent","Basin Sample","Invert"
"GB017","ALARKA CR",2009-07-29," Excellent","SR 1185","-83.472222","35.378611","Excellent","Basin Sample","Invert"
"GB017","ALARKA CR",2004-08-02," Excellent","SR 1185","-83.472222","35.378611","Excellent","Basin Sample","Invert"
"GB017","ALARKA CR",1999-08-09," Excellent","SR 1185","-83.472222","35.378611","Excellent","Basin Sample","Invert"
"GB017","ALARKA CR",1994-07-11," Excellent","SR 1185","-83.472222","35.378611","Excellent","Basin Sample","Invert"
"EB196","GABRIEL CR",1993-08-31," Good-Fair","SR 1559","-82.570833","35.787222","Good-Fair","N/A","Invert"
